x,y
-0.788023224798962,-379.70409033654
2.15804587630555,-328.452742842813
3.67542002839036,-166.560287040691
0.981339248595759,-390.526810609698
-0.777512740110978,-380.102896406092
2.29313826537691,-317.771798237683
-0.512822495307773,-389.660332616805
2.78823163663037,-272.371553830982
1.82929556700401,-351.365654953917
-1.88854056014679,-309.772552115114
3.46301816566847,-194.766576248809
-0.0311242614407092,-399.662518674126
4.70789176062681,-3.78663430406916
1.62479084008373,-363.45560131836
2.95318133104593,-255.120583824746
2.65306698158383,-285.728265667366
2.77171599282883,-274.059801494885
3.44188839476556,-197.496299375169
0.0624288660474122,-400.520724081145
-1.46894448809326,-342.15154837987
3.89715233305469,-135.210837869298
0.861029094550759,-393.819705764559
3.9393788271118,-129.032066240896
3.58500225492753,-178.806079212237
3.67306902911514,-166.89082979226
3.22117104404606,-224.686186170044
-1.57349142502062,-334.762542392392
4.33754293457605,-67.1031309596543
4.37247544969432,-61.3333968676015
-0.624606193276122,-385.964846654968
-0.611953902523965,-386.381585922825
0.398215738125145,-400.832294912565
3.21610935521312,-225.298569559324
-0.66706399875693,-384.439146478132
0.943386346567422,-391.623194892625
4.87465363601223,26.4829906009957
1.34046978759579,-377.447619366268
3.63816054072231,-171.649518197936
0.018959732959047,-400.195949246186
2.42166634835303,-306.953002897869
2.57524918834679,-293.084879064803
4.93254565936513,37.2744287553247
2.67396913748235,-283.759687937094
-0.195139107294381,-397.255385381413
4.03506828285754,-114.742841859518
-1.86769554391503,-311.560087989843
2.45813850359991,-303.697925405544
-1.98571891826577,-301.265534487843
4.87691644276492,26.9254940887266
0.567374804988503,-399.241066008688
-0.997224047081545,-370.149058981487
0.609750580275431,-398.678710219979
3.8686997028999,-139.365870258303
0.440917072119191,-400.52498398083
0.0864914685953408,-400.685900149345
3.14419594802894,-233.748276170514
1.72233737166971,-357.851451968342
2.74984427820891,-276.245235706899
0.660520438104868,-397.904481108718
-0.135137223871425,-398.258696172958
1.06232836586423,-388.076783387086
-1.20760012208484,-358.76843693339
-0.694997052196413,-383.40192588167
-0.340549292974174,-394.27196735722
3.04269534302875,-245.25712109058
1.84237943426706,-350.518454777015
2.48088972805999,-301.743462954002
2.16131224785931,-328.201768714011
-1.40900119813159,-346.239790254128
1.97046414250508,-342.044072934203
3.16594511689618,-231.195497045821
-1.22014916245826,-358.026718215466
1.07685199659318,-387.565704604531
-0.915946851950139,-374.055298180475
1.0921458825469,-387.085855598384
1.59616305213422,-364.994922592226
1.57510033342987,-366.144367492441
0.259797327918932,-401.212670277745
0.952813648385927,-391.325954792735
0.907339556608349,-392.617986620665
1.74615168501623,-356.481756579735
1.20603617280722,-383.003930611621
2.38570551318116,-310.048704965808
1.82454618485644,-351.655865941691
2.56803625356406,-293.78104835786
-1.24094338715076,-356.799238147934
2.71628311346285,-279.561495435254
1.58395875338465,-365.668492519033
3.1677047656849,-231.017106571787
-1.95916411746293,-303.592840951841
-0.921480065677315,-373.806065521405
0.693965397076681,-397.309588737405
0.424768178956583,-400.628965118703
1.71214743074961,-358.477723771557
-0.581067752325907,-387.400433032155
-0.876763527980074,-375.859784558905
3.61797247012146,-174.392488204285
4.48527735797688,-42.5146311610773
-0.825240334030241,-378.123857600385
1.15855816379189,-384.756744298908
-0.817110853502527,-378.488476728597
4.11144492891617,-103.046597784294
-1.59541691862978,-333.149421366845
3.99707928532735,-120.444833590957
-1.02813414251432,-368.560588491848
4.60253173368983,-22.3558000072738
0.492374648107216,-400.056038655753
2.22816516575404,-322.977749909728
1.89341922686435,-347.246787091843
3.20870067644864,-226.225320556068
2.47131732059643,-302.540624694414
2.32689695712179,-315.003051758498
1.84014517208561,-350.695067201469
4.02535102074035,-116.230669822656
-1.89984984789044,-308.826674069417
4.61489889817312,-20.1833440164379
-0.739739671815187,-381.658387248383
2.53425054764375,-296.928729882306
2.04136166186072,-337.039135728424
0.69792092917487,-397.261781406539
-0.505307528190315,-389.834197647548
1.04852474480867,-388.518050029293
1.60947660915554,-364.271098487935
-0.555845249909908,-388.278103805518
3.25617548613809,-220.531702889601
1.78095496236347,-354.372620265253
-0.864033592864871,-376.428080524983
-0.449277875944972,-391.474743078412
-1.0159295911435,-369.166698606824
1.1480968457181,-385.087143908231
2.43814746127464,-305.482884166331
4.25691558234394,-80.1536348796609
4.29028522432782,-74.7855184144155
3.53954284940846,-184.845172579094
3.94289188249968,-128.495421625192
2.91688744490966,-258.991759389536
0.0815178207121789,-400.709018575207
2.51567444996908,-298.531138549031
4.31335236877203,-71.0676386998964
-1.53232521656901,-337.711151218344
-1.36003461270593,-349.473795095548
3.4750092944596,-193.275779060085
-1.03723089513369,-368.116518478433
0.000968818552792072,-400.031924336378
0.99562519043684,-390.132153821805
3.90721187740564,-133.719959490395
0.519044008571655,-399.796318490657
4.50799176981673,-38.6494614466186
1.10179459955543,-386.746940391118
0.257558409357443,-401.264363756755
-1.73115908377804,-322.746736533557
3.38141014915891,-205.157649136782
-0.332196216564626,-394.457601285585
3.66811015713029,-167.600496907322
-0.744397046044469,-381.441278479875
1.80261104763485,-353.053262021417
4.92390994378366,35.6608907894753
-0.174332069000229,-397.656824691286
1.17890878394246,-383.949730403198
3.88711954699829,-136.688985116598
2.68404710199684,-282.752703317176
4.67975681717508,-8.80168019428561
-1.8473936910741,-313.256065351719
1.08276580949314,-387.37087529603
1.59280956047587,-365.171515497073
-0.505664248950779,-389.821870259307
0.63104808353819,-398.350324391082
4.81246239505708,15.0620764346823
0.866839740192518,-393.652827934399
-1.66677254950628,-327.778725597085
0.627957119140774,-398.397065167214
2.23979861056432,-322.050988089918
-0.322266967734322,-394.724100703202
3.43379360157996,-198.481764300296
-1.51325787161477,-339.091598909561
-0.371075105853379,-393.564142825325
-0.326037201331928,-394.639654763768
-1.81909057521261,-315.635175905068
2.07678537536412,-334.539555991355
1.66403559665196,-361.257465363074
1.55336058163084,-367.241758371146
1.9475316174794,-343.637742872858
-0.698942808667198,-383.249593329881
4.18516725092195,-91.5348017362979
0.24883198319003,-401.228994973553
2.54983556573279,-295.436755266481
-1.21258175605908,-358.473600001077
0.581627876730636,-399.025750636532
4.74869411461987,3.51515514568235
