x,y,cls
-0.0110771250911057,0.124841454904526,2
-0.941752411890775,0.528305558022112,2
-0.105129200499505,-0.672671218868345,1
0.148897816892713,0.284957243129611,1
0.0197145855054259,-0.445214729756117,1
0.475782182998955,-0.129414297640324,1
0.0129531566053629,-0.99035612354055,1
0.648525882977992,0.262877472676337,1
0.157131991349161,0.0594454798847437,2
-0.171754948794842,-0.0668426621705294,1
-0.6644834773615,0.8105987040326,2
0.763093618676066,-0.299631669186056,2
0.481556735467166,0.450295345857739,1
-0.636886938475072,0.827596480026841,2
0.230608101468533,-0.328616554383188,2
0.484925217926502,-0.526080195326358,2
-0.549084250349551,0.0770209929905832,2
0.0645478335209191,0.997915296815336,1
-0.924100038595498,-0.612189799547195,1
0.505940865725279,-0.715935858432204,2
0.160949714947492,-0.50965237012133,2
0.122080628294498,-0.385712129995227,2
0.860925045330077,-0.797969768289477,2
0.238677234388888,-0.675671552773565,2
-0.96375283645466,-0.938491361681372,1
-0.299666470848024,0.0982889230363071,2
-0.447696946561337,-0.896725255064666,1
0.0625912849791348,-0.837620361242443,2
-0.795906320214272,-0.100745213683695,1
-0.249548669438809,0.362733515445143,2
-0.222701659426093,0.862904929555953,2
0.361922754440457,0.750005981884897,1
0.0104878540150821,0.395080050453544,1
0.815377309918404,0.613278561271727,1
0.320921256672591,0.984905158635229,1
-0.850958657916635,-0.417400564067066,1
0.0778408506885171,0.451073750853539,1
0.830186732113361,0.846505591645837,1
0.681745802052319,-0.848484809044749,2
0.34119333839044,-0.327299045864493,2
0.888978405855596,-0.233541415072978,2
0.363324510399252,-0.203483714722097,2
-0.18471143161878,0.544973446521908,2
-0.0592242595739663,0.834304432850331,1
0.507954203523695,-0.275193457491696,2
-0.0530992900021374,-0.0721065509133041,1
0.75849694153294,0.0925246537663043,1
-0.716584606096148,0.908461772371083,2
-0.18424020614475,-0.924801298417151,1
0.732951125595719,-0.110229375306517,2
-0.723651950713247,-0.803284785710275,1
-0.789417327847332,0.545205499511212,2
-0.208131981547922,0.907902236096561,2
-0.337036178912967,0.0996273583732545,1
-0.254847433883697,-0.504244044423103,1
-0.185379599686712,-0.877241602167487,1
0.384576704818755,-0.863633923698217,2
0.510429739486426,-0.99508254788816,2
