x,y,cls
-0.403570685535669,-0.31895735533908,2
0.632324402220547,-0.0782677242532372,4
0.401136945933104,0.0022148359566927,2
-0.0760920774191618,-0.349156293086708,4
-0.0815148735418916,0.488504001870751,2
0.992431983351707,-0.902197271119803,1
-0.272198086604476,-0.040583336725831,4
0.115168340969831,-0.0175471352413297,2
-0.388496211264282,-0.272435138467699,2
0.158094519283623,0.462240029592067,4
-0.306697145104408,-0.363281728699803,2
0.339723429176956,0.988291188608855,3
0.432650221511722,-0.796598722226918,1
-0.906542143784463,0.0277349716052413,1
0.3809106615372,-0.208744921721518,2
0.930991850793362,0.641033860854805,3
-0.603355016559362,0.227778321132064,2
-0.330846650525928,0.730498380493373,1
0.278112944681197,0.746735660824925,3
0.862182540819049,0.613105315715075,3
0.702968913596123,0.867545023094863,3
0.608507131226361,-0.197414908092469,4
-0.797555601224303,-0.204892819747329,3
-0.148517878726125,0.823924772441387,1
0.0729307043366134,0.118598565459251,2
0.0634869765490294,-0.0963331372477114,2
-0.573364078532904,-0.718530766665936,3
0.505914431530982,-0.464322644285858,4
-0.219789288472384,-0.14335271390155,4
0.508951449766755,-0.252351267728955,4
0.739460848271847,-0.173198180738837,1
0.905443912837654,0.292325535789132,3
-0.489237601868808,-0.195281615480781,2
-0.53419046709314,-0.302118662744761,2
0.711523687466979,0.449954211711884,3
0.903936747927219,-0.961727782618254,1
-0.2943987804465,-0.0941232838667929,4
0.534251692704856,0.361827102489769,4
-0.126157993450761,0.00601934595033526,4
0.550155617296696,-0.0735818212851882,4
-0.962712756823748,-0.303352817893028,3
0.8468784308061,-0.0568496147170663,1
-0.907388486433774,0.474658251274377,1
-0.29426202038303,-0.859598464798182,3
0.348887375555933,-0.586573322769254,4
-0.581716505344957,0.447458075825125,1
-0.331767945550382,-0.542479641269892,2
0.772286319639534,0.693007244728506,3
-0.502803319133818,0.699818538501859,1
0.136862088460475,-0.594886679667979,4
0.24466459825635,0.962194720748812,3
0.930273198056966,0.804562157019973,3
0.506618241779506,0.147417947184294,4
0.590962542686611,0.783869907725602,3
0.612602708395571,0.937614512164146,3
0.0888109430670738,0.936320332810283,3
0.42400776129216,0.526883269194514,4
0.667127472348511,0.525323242414743,3
0.622765186242759,0.434254894498736,3
0.00212476914748549,0.540806523058563,4
0.746049732435495,0.0864137196913362,3
-0.480426697060466,-0.431879112962633,2
-0.547193487174809,-0.970094201620668,3
0.772068835794926,-0.604994361754507,1
0.0197112499736249,0.827542475424707,3
-0.053515147883445,-0.113814257085323,4
0.330359656363726,0.322687427513301,4
-0.410988287534565,-0.238266150001436,2
-0.635062757879496,-0.732979136984795,3
0.321661570109427,0.0306653138250113,2
0.586493860464543,0.727085883263499,3
0.26054754992947,-0.982342621777207,1
0.12181602884084,-0.573263643309474,4
0.400821718387306,-0.532982574310154,4
0.764051907230169,-0.0645941505208611,1
0.0444441470317543,-0.311223886441439,2
-0.992118178401142,0.15148973185569,1
-0.985622548963875,-0.111846803221852,3
-0.557087734341621,-0.398708329070359,2
-0.825979797635227,-0.0106522156856954,3
0.487007139716297,-0.250490955077112,4
0.0983043997548521,-0.258366298861802,2
-0.863659833092242,-0.855150000657886,3
0.994989876635373,0.795343925710768,3
-0.808805335778743,-0.118630362208933,3
0.281267058569938,-0.443883738480508,4
-0.995575506240129,0.0614816904999316,1
0.270725761540234,0.955485343467444,3
-0.850293043069541,0.489544067997485,1
-0.508859123568982,0.358058591373265,2
0.469096104148775,0.374422931112349,4
0.791289367247373,0.938297736924142,3
-0.86574263125658,0.817240376025438,1
-0.0198479373939335,-0.668438863009214,2
0.59886091016233,0.785907328594476,3
-0.574800453148782,-0.773004716262221,3
-0.53520102892071,-0.993644767906517,3
-0.0572458608075976,-0.917424307670444,3
0.624630571808666,0.826868610922247,3
-0.138493592850864,-0.382160023786128,4
0.627491503488272,0.828611567616463,3
0.950360151473433,0.777995195239782,3
-0.993281263392419,-0.185314425267279,3
0.487943947780877,0.697882993146777,3
-0.547116044908762,-0.0608235741965473,2
0.255733748432249,0.684353861026466,3
-0.788666875101626,0.831704321317375,1
0.751616612542421,-0.461609044577926,1
0.959549277089536,-0.254842936061323,1
0.812043214216828,-0.917972301598638,1
0.128428645431995,-0.691857991274446,4
-0.209898669272661,-0.541619369294494,2
0.135955763049424,0.300734551623464,2
-0.934556826017797,0.842176924459636,1
0.559388713911176,-0.152289927005768,4
-0.677012152038515,0.671329703647643,1
0.658278274349868,-0.0242776656523347,4
0.348975935485214,-0.110719038639218,2
0.462118098512292,0.0525698261335492,4
0.935158906504512,0.888795145787299,3
0.820684924256057,0.4240284813568,3
-0.846111037302762,-0.210972792003304,3
0.423606528434902,0.20896829944104,4
-0.694055827334523,0.897887785453349,1
0.998364476487041,0.845885993447155,3
0.0752291781827807,-0.568971103522927,4
0.845311775337905,-0.67625360423699,1
0.826289629563689,-0.0219437610358,1
-0.147219202946872,0.0405269027687609,4
-0.759499332401901,0.196640657726675,1
-0.574919791892171,0.550608876626939,1
0.857922166120261,0.190994400996715,3
-0.75561182340607,0.124286998528987,1
0.629347431939095,-0.0567128392867744,4
-0.95302935410291,0.125326193869114,1
0.218725050799549,-0.316813372075558,2
0.504165627993643,0.967407507821918,3
-0.542811959516257,0.0574065968394279,2
-0.311137123964727,0.0632138322107494,4
-0.299543853849173,0.559835371095687,2
0.994011944159865,0.495151833631098,3
0.908333010040224,0.36982930265367,3
-0.529765969607979,0.323106458876282,2
0.272640002891421,-0.796875702217221,1
0.631023329682648,0.582923404872417,3
-0.621757681015879,0.069116469938308,2
0.100349575746804,-0.147652918472886,2
-0.642308808397502,0.0717972638085485,2
-0.0103768082335591,0.51376070920378,2
-0.0792128355242312,-0.471786256413907,2
-0.356108397245407,-0.252454004716128,4
0.90351266041398,0.654894857667387,3
-0.823711629025638,-0.463307113386691,3
-0.969727402087301,-0.175875337794423,3
0.363945921417326,0.506137667689472,4
-0.836125261150301,0.499951946083456,1
-0.919487325008959,-0.297578710131347,3
-0.527956102509052,-0.650447844993323,3
0.636005032341927,0.0569933224469423,4
0.710202458314598,-0.322704689111561,1
0.101580141112208,0.00489791110157967,2
0.670030306559056,0.684575448278338,3
0.794936476275325,-0.441325866617262,1
-0.557075687684119,-0.32972305919975,2
-0.969136307016015,-0.151541300583631,3
-0.699084242805839,0.565514829009771,1
-0.763077771291137,0.974625235423446,1
0.729975865222514,-0.137654591817409,1
-0.420494745019823,-0.976048218086362,3
0.225473509170115,-0.265057482756674,2
-0.970044790767133,0.809099252335727,1
-0.529023784678429,0.697150646708906,1
0.855704177636653,-0.578332051634789,1
0.170608497224748,-0.580546354409307,4
0.89826961606741,0.426218363456428,3
0.391681507695466,0.523360669612885,4
0.0449742660857737,0.981309887953103,3
-0.959564990364015,0.496336424723268,1
-0.533199294470251,-0.494565014727414,3
-0.361378484871238,0.269923607818782,2
0.325677333399653,0.0339997629635036,2
-0.357775192242116,-0.949616735335439,3
0.132164442911744,-0.642278770450503,4
-0.354413823690265,-0.323877705726773,2
0.402199287898839,-0.340308247134089,4
-0.81841991096735,0.347958270926028,1
-0.964293252211064,0.682736218441278,1
